http_agent,version_release,screen_height,screen_width,model,screen_density_dpi,cpu_support_abis,screen_density
Dalvik/2.1.0 (Linux; U; Android 9; COR-AL10 Build/HUAWEICOR-AL10),9,2340,1080,COR-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; vivo NEX Build/QP1A.190711.020),10,2316,1080,vivoNEX,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.0.2; vivo Y51A Build/LRX22G),5.0.2,960,540,vivoY51A,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 9; V1901T Build/P00610),9,1544,720,V1901T,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.1; vivo Y75A Build/N6F26Q),7.1.1,1440,720,vivoY75A,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; V1936AL Build/PKQ1.190806.001),9,2340,1080,V1936AL,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 1807-A01 Build/OPM1),8.1.0,2160,1080,1807-A01,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1.1; vivo X6S A Build/LMY47V),5.1.1,1920,1080,vivoX6SA,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; vivo NEX A Build/PKQ1.181030.001),9,2316,1080,vivoNEXA,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; V1981A Build/QP1A.190711.020),10,2408,1080,V1981A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; BKL-AL20 Build/HUAWEIBKL-AL20),10,2160,1080,BKL-AL20,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0; GN9012 Build/MRA58K),6.0,1920,1080,GN9012,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Nokia X7 Build/OPM1.171019.026),8.1.0,2246,1080,NokiaX7,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; SM-A5260 Build/RP1A.200720.012),11,2400,1080,SM-A5260,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo X9i Build/MMB29M),6.0.1,1920,1080,vivoX9i,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; DUB-AL00a Build/HUAWEIDUB-AL00a),8.1.0,1520,720,DUB-AL00a,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; V1832A Build/QP1A.190711.020),10,2340,1080,V1832A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; ELS-AN00 Build/HUAWEIELS-AN00),10,2640,1200,ELS-AN00,530,"[arm64-v8a, armeabi-v7a, armeabi]",3.3125
Dalvik/2.1.0 (Linux; U; Android 10; vivo Z3x Build/QP1A.190711.020),10,2280,1080,vivoZ3x,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 1809-A01 Build/OPM1),8.1.0,2160,1080,1809-A01,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-N9600 Build/M1AJQ),8.1.0,2220,1080,SM-N9600,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; V1809T Build/PKQ1.181030.001),9,2340,1080,V1809T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; vivo X21i Build/PPR1.180610.011),9,2280,1080,vivoX21i,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; FIG-AL10 Build/HUAWEIFIG-AL10),9,2160,1080,FIG-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; V2020CA Build/QP1A.190711.020),10,1080,2400,V2020CA,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; V2023A Build/QP1A.190711.020),10,2340,1080,V2023A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; vivo Xplay6 Build/NMF26F),7.1.1,2560,1440,vivoXplay6,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo Y66 Build/MMB29M),6.0.1,1280,720,vivoY66,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; V2024A Build/RP1A.200720.012),11,2376,1080,V2024A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G9650 Build/R16NW),8.0.0,2220,1080,SM-G9650,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; COL-AL10 Build/HUAWEICOL-AL10),10,2280,1080,COL-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; LND-AL30 Build/HONORLND-AL30),8.0.0,1440,720,LND-AL30,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; V1814A Build/PKQ1.180819.001),9,2340,1080,V1814A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1.1; vivo V3 Build/LMY47V),5.1.1,1280,720,vivoV3,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9650 Build/QP1A.190711.020),10,2220,1080,SM-G9650,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.0.0; RNE-AL00 Build/HUAWEIRNE-AL00),8.0.0,2160,1080,RNE-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.0.2; vivo X6Plus A Build/LRX22G),5.0.2,1920,1080,vivoX6PlusA,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; V2121A Build/RP1A.200720.012),11,2400,1080,V2121A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.2; vivo X9s Build/N2G47H),7.1.2,1920,1080,vivoX9s,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo X7 Build/MMB29M),6.0.1,1920,1080,vivoX7,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0; vivo Y67A Build/MRA58K),6.0,1280,720,vivoY67A,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; V1838T Build/QP1A.190711.020),10,2340,1080,V1838T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; PCCM00 Build/RKQ1.200928.002),11,2340,1080,PCCM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; V1913T Build/P00610),9,2340,1080,V1913T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; Nokia 7 plus Build/PPR1.180610.011),9,2160,1080,Nokia7plus,460,"[arm64-v8a, armeabi-v7a, armeabi]",2.875
Dalvik/2.1.0 (Linux; U; Android 10; EML-AL00 Build/HUAWEIEML-AL00),10,2244,1080,EML-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; V1829T Build/QP1A.190711.020),10,2340,1080,V1829T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi Note 5 MIUI/V9.5.4.0.OEICNFA),8.1.0,2160,1080,RedmiNote5,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; V2066BA Build/RP1A.200720.012),11,1600,720,V2066BA,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; CDL-AN50 Build/HUAWEICDL-AN50),10,2400,1080,CDL-AN50,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; V1911A Build/PKQ1.181030.001),9,2340,1080,V1911A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; V2106A Build/RP1A.200720.012),11,2408,1080,V2106A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J7108 Build/MMB29K),6.0.1,1920,1080,SM-J7108,480,"[armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; HRY-AL00 Build/HONORHRY-AL00),10,2340,1080,HRY-AL00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; V2059A Build/RP1A.200720.012),11,2376,1080,V2059A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1; GN5001S Build/LMY47D),5.1,1280,720,GN5001S,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; ANA-AN00 Build/HUAWEIANA-AN00),10,2340,1080,ANA-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-G975U1 Build/RP1A.200720.012),11,2280,1080,SM-G975U1,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.1.1; MP1602 Build/NMF26O),7.1.1,1920,1080,MP1602,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1; M5 Build/LMY47D),5.1,1280,720,M5,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo X9s Build/OPM1.171019.019),8.1.0,1920,1080,vivoX9s,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1; vivo X6D Build/LMY47I),5.1,1920,1080,vivoX6D,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; SM-G9550 Build/PPR1.180610.011),9,2960,1440,SM-G9550,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; MI 9 SE Build/RKQ1.200826.002),11,2340,1080,MI9SE,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A6050 Build/R16NW),8.0.0,2220,1080,SM-A6050,480,"[armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G9500 Build/R16NW),8.0.0,2220,1080,SM-G9500,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; ASW1102 Build/PPR1.180610.011),9,2340,1080,ASW1102,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; M2004J19C Build/RP1A.200720.011),11,2340,1080,M2004J19C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; V1950A Build/QP1A.190711.020),10,2256,1080,V1950A,436,"[arm64-v8a, armeabi-v7a, armeabi]",2.7250001
Dalvik/2.1.0 (Linux; U; Android 8.1.0; V1818CT Build/O11019),8.1.0,1520,720,V1818CT,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; VKY-AL00 Build/HUAWEIVKY-AL00),9,1920,1080,VKY-AL00,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; MAR-AL00 Build/HUAWEIMAR-AL00),10,2312,1080,MAR-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; MI 6 MIUI/7.10.26),7.1.1,1920,1080,MI6,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; OPPO A83 Build/N6F26Q),7.1.1,1440,720,OPPOA83,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo Y55L Build/MMB29M),6.0.1,1280,720,vivoY55L,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; STK-AL00 Build/HUAWEISTK-AL00),10,2340,1080,STK-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; V1831T Build/QP1A.190711.020),10,2340,1080,V1831T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; WLZ-AN00 Build/HUAWEIWLZ-AN00),10,2400,1080,WLZ-AN00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; NTH-AN00 Build/HONORNTH-AN00),11,2340,1080,NTH-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo Y71 Build/OPM1.171019.011),8.1.0,1440,720,vivoY71,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 1809-A01 Build/OPM1),8.1.0,2160,1080,1809-A01,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; M2007J3SC MIUI/V12.0.12.0.QJDCNXM),10,2400,1080,M2007J3SC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 6.0; Redmi Note 4 MIUI/V10.2.2.0.MBFCNXM),6.0,1920,1080,RedmiNote4,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; V2066A Build/RP1A.200720.012),11,1600,720,V2066A,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/1.6.0 (Linux; U; Android 4.4.4; vivo Y27 Build/KTU84P),4.4.4,1280,720,vivoY27,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 5.1; vivo X6Plus D Build/LMY47I),5.1,1920,1080,vivoX6PlusD,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; Nokia 3.4 Build/QKQ1.200719.002),10,1560,720,Nokia3.4,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 7.1.1; GIONEE S10CL Build/NMF26F),7.1.1,1280,720,GIONEES10CL,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; X23 Build/MRA58K),6.0,1140,540,X23,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 7.0; DUK-TL30 Build/HUAWEIDUK-TL30),7.0,2560,1440,DUK-TL30,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 7.0; GIONEE S10 Build/NRD90M),7.0,1920,1080,GIONEES10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.2; vivo Y79 Build/N2G47H),7.1.2,1440,720,vivoY79,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; TAS-AL00 Build/HUAWEITAS-AL00),10,2340,1080,TAS-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/1.6.0 (Linux; U; Android 4.4.4; vivo X5S L Build/KTU84P),4.4.4,1280,720,vivoX5SL,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo Y55A Build/MMB29M),6.0.1,1280,720,vivoY55A,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; V1732T Build/O11019),8.1.0,1520,720,V1732T,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; V1936A Build/PKQ1.190806.001),9,2340,1080,V1936A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; PEGM10 Build/RKQ1.201217.002),11,2400,1080,PEGM10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 1803-A01 Build/OPM1),8.1.0,2160,1080,1803-A01,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; OXF-AN00 Build/HUAWEIOXF-AN00),10,2400,1080,OXF-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; NX609J Build/PKQ1.181021.001),9,2160,1080,NX609J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0.1; G0215D Build/MMB29M),6.0.1,2560,1440,G0215D,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; JNY-AL10 Build/HUAWEIJNY-AL10),10,2310,1080,JNY-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; GLK-AL00 Build/HUAWEIGLK-AL00),10,2310,1080,GLK-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; M2010J19SC MIUI/V12.0.18.0.QJQCNXM),10,2340,1080,M2010J19SC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; PAR-AL00 Build/HUAWEIPAR-AL00),9,2340,1080,PAR-AL00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 MIUI/V10.2.8.0.PFGCNXM),9,2340,1080,RedmiNote7,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9600 Build/QP1A.190711.020),10,1480,720,SM-G9600,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; JKM-AL00b Build/HUAWEIJKM-AL00b),9,2340,1080,JKM-AL00b,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; DT1901A Build/QKQ1.191222.002),10,2340,1080,DT1901A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-N9760 Build/RP1A.200720.012),11,3040,1440,SM-N9760,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 10; PDYM20 Build/QP1A.190711.020),10,2400,1080,PDYM20,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; ASUS_I005DA Build/RKQ1.201022.002),11,2448,1080,ASUS_I005DA,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 MIUI/V12.0.4.0.QGHCNXM),10,2400,1080,RedmiK30,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 7.1.1; GIONEEF40 Build/N6F26Q),7.1.1,1600,720,GIONEEF40,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; SM-G9550 Build/PPR1.180610.011),9,2220,1080,SM-G9550,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; EML-AL00 Build/HUAWEIEML-AL00),10,2244,1080,EML-AL00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 6.0.1; BLA-AL00 Build/V417IR),6.0.1,864,540,BLA-AL00,180,"[x86, armeabi-v7a, armeabi]",1.125
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Le X820 Build/FEXCNFN6003009092S),6.0.1,2560,1440,LeX820,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 9; M30 Pro Build/PPR1.180610.011),9,1560,720,M30Pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; MI MAX 3 MIUI/V12.5.1.0.QEDCNXM),10,2160,1080,MIMAX3,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 MIUI/V11.0.15.0.QGHCNXM),10,2400,1080,RedmiK30,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; DLT-A0 MIUI/V11.0.4.0.JOYUI),10,2340,1080,DLT-A0,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 6.0.1; OPPO R9s Build/MMB29M),6.0.1,1920,1080,OPPOR9s,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K20 Pro MIUI/V12.0.3.0.QFKCNXM),10,2340,1080,RedmiK20Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; ANE-AL00 Build/HUAWEIANE-AL00),9,1520,720,ANE-AL00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.0.0; EVA-AL10 Build/HUAWEIEVA-AL10),8.0.0,1920,1080,EVA-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; KKG-AN00 Build/HONORKKG-AN00),10,2280,1080,KKG-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo X9s L Build/OPM1.171019.019),8.1.0,1920,1080,vivoX9sL,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; FRD-AL10 Build/HUAWEIFRD-AL10),8.0.0,1280,720,FRD-AL10,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SHARK PRS-A0 Build/PROS2107090CN00MP5),11,2400,1080,SHARKPRS-A0,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; Nokia X6 Build/PPR1.180610.011),9,2280,1080,NokiaX6,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.1.0; NX606J Build/OPM1.171019.026),8.1.0,2160,1080,NX606J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.0; vivo Y69A Build/NRD90M),7.0,1280,720,vivoY69A,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; WLZ-AN00 Build/HUAWEIWLZ-AN00),10,2400,1080,WLZ-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0; GN8003 Build/MRA58K),6.0,1920,1080,GN8003,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Le X820 Build/FEXCNFN6003009092S),6.0.1,2560,1440,LeX820,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; CDY-TN00 Build/HUAWEICDY-TN00),10,2400,1080,CDY-TN00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; AKA-AL10 Build/HONORAKA-AL10),10,1560,720,AKA-AL10,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MP1718 Build/OPM1.171019.026),8.1.0,2160,1080,MP1718,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-N9760 Build/RP1A.200720.012),11,2280,1080,SM-N9760,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; ART-AL00m Build/HUAWEIART-AL00m),9,1560,720,ART-AL00m,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; NX659J Build/RKQ1.200826.002),11,2340,1080,NX659J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; CDY-AN90 Build/HUAWEICDY-AN90),10,2400,1080,CDY-AN90,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-G9810 Build/RP1A.200720.012),11,2400,1080,SM-G9810,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; SM-N9500 Build/PPR1.180610.011),9,2220,1080,SM-N9500,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; Nokia X71 Build/PPR1.180610.011),9,2310,1080,NokiaX71,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; PDPM00 Build/RKQ1.200710.002),11,2400,1080,PDPM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; DT2002C Build/QKQ1.200712.002),10,2340,1080,DT2002C,400,"[arm64-v8a, armeabi-v7a, armeabi]",2.5
Dalvik/2.1.0 (Linux; U; Android 10; JEF-AN00 Build/HUAWEIJEF-AN00),10,2400,1080,JEF-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; Lenovo L79031 Build/RKQ1.201022.002),11,2340,1080,LenovoL79031,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; NOH-AN00 Build/HUAWEINOH-AN00),10,2376,1152,NOH-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; SHARK KLE-A0 MIUI/V11.0.4.0.JOYUI),10,2400,1080,SHARKKLE-A0,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; FLA-AL10 Build/HUAWEIFLA-AL10),9,2160,1080,FLA-AL10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
